Discharge duration (h),Cycles per year,Category,Filter
15,34,Pumped hydro 5%,PHES included
15,40,Pumped hydro 5%,PHES included
15,47,Pumped hydro 5%,PHES included
15,56,Pumped hydro 5%,PHES included
15,66,Pumped hydro 5%,PHES included
15,78,Pumped hydro 5%,PHES included
15,93,Pumped hydro 5%,PHES included
15,109,Pumped hydro 5%,PHES included
15,129,Pumped hydro 5%,PHES included
15,153,Pumped hydro 5%,PHES included
15,181,Pumped hydro 5%,PHES included
15,214,Pumped hydro 5%,PHES included
15,253,Pumped hydro 5%,PHES included
17,1,Pumped hydro 10%,PHES included
17,2,Pumped hydro 10%,PHES included
17,3,Pumped hydro 10%,PHES included
17,4,Pumped hydro 10%,PHES included
17,5,Pumped hydro 10%,PHES included
17,6,Pumped hydro 10%,PHES included
17,7,Pumped hydro 10%,PHES included
17,9,Pumped hydro 10%,PHES included
17,10,Pumped hydro 10%,PHES included
17,12,Pumped hydro 10%,PHES included
17,15,Pumped hydro 10%,PHES included
17,17,Pumped hydro 10%,PHES included
17,20,Pumped hydro 10%,PHES included
17,24,Pumped hydro 10%,PHES included
17,29,Pumped hydro 10%,PHES included
17,34,Pumped hydro 10%,PHES included
17,40,Pumped hydro 10%,PHES included
17,47,Pumped hydro 10%,PHES included
17,56,Pumped hydro 10%,PHES included
17,66,Pumped hydro 10%,PHES included
17,78,Pumped hydro 10%,PHES included
17,93,Pumped hydro 10%,PHES included
17,109,Pumped hydro 10%,PHES included
17,129,Pumped hydro 10%,PHES included
17,153,Pumped hydro 10%,PHES included
17,181,Pumped hydro 10%,PHES included
17,214,Pumped hydro 10%,PHES included
17,253,Pumped hydro 10%,PHES included
20,1,Pumped hydro 10%,PHES included
20,2,Pumped hydro 10%,PHES included
20,3,Pumped hydro 10%,PHES included
20,4,Pumped hydro 10%,PHES included
20,5,Pumped hydro 10%,PHES included
20,6,Pumped hydro 10%,PHES included
20,7,Pumped hydro 10%,PHES included
20,9,Pumped hydro 10%,PHES included
20,10,Pumped hydro 10%,PHES included
20,12,Pumped hydro 10%,PHES included
20,15,Pumped hydro 10%,PHES included
20,17,Pumped hydro 10%,PHES included
20,20,Pumped hydro 10%,PHES included
20,24,Pumped hydro 10%,PHES included
20,29,Pumped hydro 10%,PHES included
20,34,Pumped hydro 10%,PHES included
20,40,Pumped hydro 10%,PHES included
20,47,Pumped hydro 10%,PHES included
20,56,Pumped hydro 10%,PHES included
20,66,Pumped hydro 10%,PHES included
20,78,Pumped hydro 10%,PHES included
20,93,Pumped hydro 10%,PHES included
20,109,Pumped hydro 10%,PHES included
20,129,Pumped hydro 10%,PHES included
20,153,Pumped hydro 10%,PHES included
20,181,Pumped hydro 10%,PHES included
20,214,Pumped hydro 10%,PHES included
23,1,Pumped hydro 20%,PHES included
23,2,Pumped hydro 20%,PHES included
23,3,Pumped hydro 20%,PHES included
23,4,Pumped hydro 20%,PHES included
23,5,Pumped hydro 20%,PHES included
23,6,Pumped hydro 20%,PHES included
23,7,Pumped hydro 20%,PHES included
23,9,Pumped hydro 20%,PHES included
23,10,Pumped hydro 20%,PHES included
23,12,Pumped hydro 20%,PHES included
23,15,Pumped hydro 20%,PHES included
23,17,Pumped hydro 20%,PHES included
23,20,Pumped hydro 20%,PHES included
23,24,Pumped hydro 20%,PHES included
23,29,Pumped hydro 20%,PHES included
23,34,Pumped hydro 20%,PHES included
23,40,Pumped hydro 20%,PHES included
23,47,Pumped hydro 20%,PHES included
23,56,Pumped hydro 20%,PHES included
23,66,Pumped hydro 20%,PHES included
23,78,Pumped hydro 20%,PHES included
23,93,Pumped hydro 20%,PHES included
23,109,Pumped hydro 20%,PHES included
23,129,Pumped hydro 20%,PHES included
23,153,Pumped hydro 20%,PHES included
23,181,Pumped hydro 20%,PHES included
26,1,Pumped hydro 20%,PHES included
26,2,Pumped hydro 20%,PHES included
26,3,Pumped hydro 20%,PHES included
26,4,Pumped hydro 20%,PHES included
26,5,Pumped hydro 20%,PHES included
26,6,Pumped hydro 20%,PHES included
26,7,Pumped hydro 20%,PHES included
26,9,Pumped hydro 20%,PHES included
26,10,Pumped hydro 20%,PHES included
26,12,Pumped hydro 20%,PHES included
26,15,Pumped hydro 20%,PHES included
26,17,Pumped hydro 20%,PHES included
26,20,Pumped hydro 20%,PHES included
26,24,Pumped hydro 20%,PHES included
26,29,Pumped hydro 20%,PHES included
26,34,Pumped hydro 20%,PHES included
26,40,Pumped hydro 20%,PHES included
26,47,Pumped hydro 20%,PHES included
26,56,Pumped hydro 20%,PHES included
26,66,Pumped hydro 20%,PHES included
26,78,Pumped hydro 20%,PHES included
26,93,Pumped hydro 20%,PHES included
26,109,Pumped hydro 20%,PHES included
26,129,Pumped hydro 20%,PHES included
26,153,Pumped hydro 20%,PHES included
31,1,Pumped hydro 20%,PHES included
31,2,Pumped hydro 20%,PHES included
31,3,Pumped hydro 20%,PHES included
31,4,Pumped hydro 20%,PHES included
31,5,Pumped hydro 20%,PHES included
31,6,Pumped hydro 20%,PHES included
31,7,Pumped hydro 20%,PHES included
31,9,Pumped hydro 20%,PHES included
31,10,Pumped hydro 20%,PHES included
31,12,Pumped hydro 20%,PHES included
31,15,Pumped hydro 20%,PHES included
31,17,Pumped hydro 20%,PHES included
31,20,Pumped hydro 20%,PHES included
31,24,Pumped hydro 20%,PHES included
31,29,Pumped hydro 20%,PHES included
31,34,Pumped hydro 20%,PHES included
31,40,Pumped hydro 20%,PHES included
31,47,Pumped hydro 20%,PHES included
31,56,Pumped hydro 20%,PHES included
31,66,Pumped hydro 20%,PHES included
31,78,Pumped hydro 20%,PHES included
31,93,Pumped hydro 20%,PHES included
31,109,Pumped hydro 20%,PHES included
31,129,Pumped hydro 20%,PHES included
36,1,Pumped hydro 10%,PHES included
36,2,Pumped hydro 10%,PHES included
36,3,Pumped hydro 10%,PHES included
36,4,Pumped hydro 10%,PHES included
36,5,Pumped hydro 10%,PHES included
36,6,Pumped hydro 10%,PHES included
36,7,Pumped hydro 10%,PHES included
36,9,Pumped hydro 10%,PHES included
36,10,Pumped hydro 10%,PHES included
36,12,Pumped hydro 10%,PHES included
36,15,Pumped hydro 10%,PHES included
36,17,Pumped hydro 10%,PHES included
36,20,Pumped hydro 10%,PHES included
36,24,Pumped hydro 10%,PHES included
36,29,Pumped hydro 10%,PHES included
36,34,Pumped hydro 10%,PHES included
36,40,Pumped hydro 10%,PHES included
36,47,Pumped hydro 10%,PHES included
36,56,Pumped hydro 10%,PHES included
36,66,Pumped hydro 10%,PHES included
36,78,Pumped hydro 10%,PHES included
36,93,Pumped hydro 10%,PHES included
36,109,Pumped hydro 10%,PHES included
41,1,Pumped hydro 10%,PHES included
41,2,Pumped hydro 10%,PHES included
41,3,Pumped hydro 10%,PHES included
41,4,Pumped hydro 10%,PHES included
41,5,Pumped hydro 10%,PHES included
41,6,Pumped hydro 10%,PHES included
41,7,Pumped hydro 10%,PHES included
41,9,Pumped hydro 10%,PHES included
41,10,Pumped hydro 10%,PHES included
41,12,Pumped hydro 10%,PHES included
41,15,Pumped hydro 10%,PHES included
41,17,Pumped hydro 10%,PHES included
41,20,Pumped hydro 10%,PHES included
41,24,Pumped hydro 10%,PHES included
41,29,Pumped hydro 10%,PHES included
41,34,Pumped hydro 10%,PHES included
41,40,Pumped hydro 10%,PHES included
41,47,Pumped hydro 10%,PHES included
41,56,Pumped hydro 10%,PHES included
41,66,Pumped hydro 10%,PHES included
41,78,Pumped hydro 10%,PHES included
41,93,Pumped hydro 10%,PHES included
48,1,Pumped hydro 5%,PHES included
48,2,Pumped hydro 5%,PHES included
48,3,Pumped hydro 5%,PHES included
48,4,Pumped hydro 5%,PHES included
48,5,Pumped hydro 5%,PHES included
48,6,Pumped hydro 5%,PHES included
48,7,Pumped hydro 5%,PHES included
48,9,Pumped hydro 5%,PHES included
48,10,Pumped hydro 5%,PHES included
48,12,Pumped hydro 5%,PHES included
48,15,Pumped hydro 5%,PHES included
48,17,Pumped hydro 5%,PHES included
48,20,Pumped hydro 5%,PHES included
48,24,Pumped hydro 5%,PHES included
48,29,Pumped hydro 5%,PHES included
48,34,Pumped hydro 5%,PHES included
48,40,Pumped hydro 5%,PHES included
48,47,Pumped hydro 5%,PHES included
48,56,Pumped hydro 5%,PHES included
48,66,Pumped hydro 5%,PHES included
48,78,Pumped hydro 5%,PHES included
56,1,on par,PHES included
56,2,on par,PHES included
56,3,Pumped hydro < 5%,PHES included
56,4,Pumped hydro < 5%,PHES included
56,5,Pumped hydro < 5%,PHES included
56,6,Pumped hydro < 5%,PHES included
56,7,Pumped hydro < 5%,PHES included
56,9,Pumped hydro < 5%,PHES included
56,10,Pumped hydro < 5%,PHES included
56,12,Pumped hydro < 5%,PHES included
56,15,Pumped hydro < 5%,PHES included
56,17,Pumped hydro < 5%,PHES included
56,20,Pumped hydro < 5%,PHES included
56,24,Pumped hydro < 5%,PHES included
56,29,Pumped hydro < 5%,PHES included
56,34,Pumped hydro < 5%,PHES included
56,40,Pumped hydro < 5%,PHES included
56,47,Pumped hydro < 5%,PHES included
56,56,Pumped hydro < 5%,PHES included
56,66,Pumped hydro < 5%,PHES included
56,78,Pumped hydro < 5%,PHES included
65,1,Iron-air 5%,PHES included
65,2,Iron-air 5%,PHES included
65,3,Iron-air 5%,PHES included
65,4,Iron-air 5%,PHES included
65,5,Iron-air 5%,PHES included
65,6,Iron-air 5%,PHES included
65,7,Iron-air 5%,PHES included
65,9,Iron-air 5%,PHES included
65,10,Iron-air 5%,PHES included
65,12,Iron-air 5%,PHES included
65,15,Iron-air 5%,PHES included
65,17,Iron-air 5%,PHES included
65,20,Iron-air 5%,PHES included
65,24,Iron-air 5%,PHES included
65,29,Iron-air 5%,PHES included
65,34,Iron-air 5%,PHES included
65,40,Iron-air 5%,PHES included
65,47,Iron-air 5%,PHES included
65,56,Iron-air 5%,PHES included
65,66,Iron-air 5%,PHES included
75,1,Iron-air 10%,PHES included
75,2,Iron-air 10%,PHES included
75,3,Iron-air 10%,PHES included
75,4,Iron-air 10%,PHES included
75,5,Iron-air 10%,PHES included
75,6,Iron-air 10%,PHES included
75,7,Iron-air 10%,PHES included
75,9,Iron-air 10%,PHES included
75,10,Iron-air 10%,PHES included
75,12,Iron-air 10%,PHES included
75,15,Iron-air 10%,PHES included
75,17,Iron-air 10%,PHES included
75,20,Iron-air 10%,PHES included
75,24,Iron-air 10%,PHES included
75,29,Iron-air 10%,PHES included
75,34,Iron-air 10%,PHES included
75,40,Iron-air 10%,PHES included
75,47,Iron-air 10%,PHES included
75,56,Iron-air 10%,PHES included
87,1,Iron-air 20%,PHES included
87,2,Iron-air 20%,PHES included
87,3,Iron-air 20%,PHES included
87,4,Iron-air 20%,PHES included
87,5,Iron-air 20%,PHES included
87,6,Iron-air 20%,PHES included
87,7,Iron-air 20%,PHES included
87,9,Iron-air 20%,PHES included
87,10,Iron-air 20%,PHES included
87,12,Iron-air 20%,PHES included
87,15,Iron-air 20%,PHES included
87,17,Iron-air 20%,PHES included
87,20,Iron-air 20%,PHES included
87,24,Iron-air 20%,PHES included
87,29,Iron-air 20%,PHES included
87,34,Iron-air 20%,PHES included
87,40,Iron-air 20%,PHES included
87,47,Iron-air 20%,PHES included
101,1,Iron-air 20%,PHES included
101,2,Iron-air 20%,PHES included
101,3,Iron-air 20%,PHES included
101,4,Iron-air 20%,PHES included
101,5,Iron-air 20%,PHES included
101,6,Iron-air 20%,PHES included
101,7,Iron-air 20%,PHES included
101,9,Iron-air 20%,PHES included
101,10,Iron-air 20%,PHES included
101,12,Iron-air 20%,PHES included
101,15,Iron-air 20%,PHES included
101,17,Iron-air 20%,PHES included
101,20,Iron-air 20%,PHES included
101,24,Iron-air 20%,PHES included
101,29,Iron-air 20%,PHES included
101,34,Iron-air 20%,PHES included
101,40,Iron-air 20%,PHES included
118,1,Iron-air 30%,PHES included
118,2,Iron-air 30%,PHES included
118,3,Iron-air 30%,PHES included
118,4,Iron-air 30%,PHES included
118,5,Iron-air 30%,PHES included
118,6,Iron-air 30%,PHES included
118,7,Iron-air 30%,PHES included
118,9,Iron-air 30%,PHES included
118,10,Iron-air 30%,PHES included
118,12,Iron-air 30%,PHES included
118,15,Iron-air 30%,PHES included
118,17,Iron-air 30%,PHES included
118,20,Iron-air 30%,PHES included
118,24,Iron-air 30%,PHES included
118,29,Iron-air 30%,PHES included
118,34,Iron-air 30%,PHES included
136,1,Iron-air 40%+,PHES included
136,2,Iron-air 40%+,PHES included
136,3,Iron-air 40%+,PHES included
136,4,Iron-air 40%+,PHES included
136,5,Iron-air 40%+,PHES included
136,6,Iron-air 40%+,PHES included
136,7,Iron-air 40%+,PHES included
136,9,Iron-air 40%+,PHES included
136,10,Iron-air 40%+,PHES included
136,12,Iron-air 40%+,PHES included
136,15,Iron-air 40%+,PHES included
136,17,Iron-air 40%+,PHES included
136,20,Iron-air 40%+,PHES included
136,24,Iron-air 40%+,PHES included
136,29,Iron-air 40%+,PHES included
158,1,Iron-air 40%+,PHES included
158,2,Iron-air 40%+,PHES included
158,3,Iron-air 40%+,PHES included
158,4,Iron-air 40%+,PHES included
158,5,Iron-air 40%+,PHES included
158,6,Iron-air 40%+,PHES included
158,7,Iron-air 40%+,PHES included
158,9,Iron-air 40%+,PHES included
158,10,Iron-air 40%+,PHES included
158,12,Iron-air 40%+,PHES included
158,15,Iron-air 40%+,PHES included
158,17,Iron-air 40%+,PHES included
158,20,Iron-air 40%+,PHES included
158,24,Iron-air 40%+,PHES included
184,1,Iron-air 40%+,PHES included
184,2,Iron-air 40%+,PHES included
184,3,Iron-air 40%+,PHES included
184,4,Iron-air 40%+,PHES included
184,5,Iron-air 40%+,PHES included
184,6,Iron-air 40%+,PHES included
184,7,Iron-air 40%+,PHES included
184,9,Iron-air 40%+,PHES included
184,10,Iron-air 40%+,PHES included
184,12,Iron-air 40%+,PHES included
184,15,Iron-air 40%+,PHES included
184,17,Iron-air 40%+,PHES included
184,20,Iron-air 40%+,PHES included
213,1,Iron-air 40%+,PHES included
213,2,Iron-air 40%+,PHES included
213,3,Iron-air 40%+,PHES included
213,4,Iron-air 40%+,PHES included
213,5,Iron-air 40%+,PHES included
213,6,Iron-air 40%+,PHES included
213,7,Iron-air 40%+,PHES included
213,9,Iron-air 40%+,PHES included
213,10,Iron-air 40%+,PHES included
213,12,Iron-air 40%+,PHES included
213,15,Iron-air 40%+,PHES included
213,17,Iron-air 40%+,PHES included
213,20,Iron-air 40%+,PHES included
247,1,Iron-air 40%+,PHES included
247,2,Iron-air 40%+,PHES included
247,3,Iron-air 40%+,PHES included
247,4,Iron-air 40%+,PHES included
247,5,Iron-air 40%+,PHES included
247,6,Iron-air 40%+,PHES included
247,7,Iron-air 40%+,PHES included
247,9,Iron-air 40%+,PHES included
247,10,Iron-air 40%+,PHES included
247,12,Iron-air 40%+,PHES included
247,15,Iron-air 40%+,PHES included
247,17,Iron-air 40%+,PHES included
287,1,Iron-air 40%+,PHES included
287,2,Iron-air 40%+,PHES included
287,3,Iron-air 40%+,PHES included
287,4,Iron-air 40%+,PHES included
287,5,Iron-air 40%+,PHES included
287,6,Iron-air 40%+,PHES included
287,7,Iron-air 40%+,PHES included
287,9,Iron-air 40%+,PHES included
287,10,Iron-air 40%+,PHES included
287,12,Iron-air 40%+,PHES included
287,15,Iron-air 40%+,PHES included
333,1,Iron-air 40%+,PHES included
333,2,Iron-air 40%+,PHES included
333,3,Iron-air 40%+,PHES included
333,4,Iron-air 40%+,PHES included
333,5,Iron-air 40%+,PHES included
333,6,Iron-air 40%+,PHES included
333,7,Iron-air 40%+,PHES included
333,9,Iron-air 40%+,PHES included
333,10,Iron-air 40%+,PHES included
333,12,Iron-air 40%+,PHES included
387,1,Iron-air 40%+,PHES included
387,2,Iron-air 40%+,PHES included
387,3,Iron-air 40%+,PHES included
387,4,Iron-air 40%+,PHES included
387,5,Iron-air 40%+,PHES included
387,6,Iron-air 40%+,PHES included
387,7,Iron-air 40%+,PHES included
387,9,Iron-air 40%+,PHES included
387,10,Iron-air 40%+,PHES included
449,1,Iron-air 40%+,PHES included
449,2,Iron-air 40%+,PHES included
449,3,Iron-air 40%+,PHES included
449,4,Iron-air 40%+,PHES included
449,5,Iron-air 40%+,PHES included
449,6,Iron-air 40%+,PHES included
449,7,Iron-air 40%+,PHES included
449,9,Iron-air 40%+,PHES included
521,1,Iron-air 40%+,PHES included
521,2,Iron-air 40%+,PHES included
521,3,Iron-air 40%+,PHES included
521,4,Iron-air 40%+,PHES included
521,5,Iron-air 40%+,PHES included
521,6,Iron-air 40%+,PHES included
521,7,Iron-air 40%+,PHES included
605,1,Iron-air 40%+,PHES included
605,2,Iron-air 40%+,PHES included
605,3,Iron-air 40%+,PHES included
605,4,Iron-air 40%+,PHES included
605,5,Iron-air 40%+,PHES included
605,6,Iron-air 40%+,PHES included
702,1,Iron-air 40%+,PHES included
702,2,Iron-air 40%+,PHES included
702,3,Iron-air 40%+,PHES included
702,4,Iron-air 40%+,PHES included
702,5,Iron-air 40%+,PHES included
